200	3	14
1	0.03	0.01
1	3	1	20	8	6	2	B
2	3	1	2	6	2	3	A
3	1	2	17	6	2	2	A
4	3	2	11	8	6	1	C
5	2	2	13	7	7	2	A
6	0	2	14	4	7	2	D
7	1	2	5	6	6	2	D
8	3	2	20	5	2	2	B
9	1	3	5	6	2	4	D
10	3	4	20	8	2	4	B
11	2	4	10	8	7	3	C
12	0	5	21	2	5	4	C
13	3	6	13	7	3	1	B
14	0	6	8	3	7	4	B
15	1	6	16	8	4	3	D
16	3	6	6	6	3	3	D
17	2	6	21	3	2	1	C
18	2	6	11	5	4	4	C
19	1	6	8	2	6	1	C
20	2	7	13	7	2	2	B
21	3	8	9	4	3	4	B
22	1	8	2	2	5	4	B
23	1	8	7	3	4	4	A
24	3	9	17	2	3	1	D
25	1	9	10	8	3	3	C
26	1	10	4	8	2	2	D
27	3	10	18	3	7	2	A
28	1	11	17	2	5	1	C
29	1	12	1	7	4	2	A
30	3	12	4	3	5	1	D
31	2	12	4	6	4	1	D
32	0	12	20	5	7	4	D
33	0	12	2	3	5	2	A
34	1	12	19	3	3	2	D
35	3	13	5	8	2	2	A
36	3	13	16	5	7	2	D
37	0	13	2	5	7	2	C
38	0	13	11	6	5	3	B
39	0	13	11	5	5	2	B
40	0	14	9	8	6	4	D
41	1	15	17	3	7	1	D
42	1	15	1	7	5	2	B
43	2	16	1	2	7	1	A
44	2	17	5	7	3	3	A
45	1	17	19	8	3	3	C
46	1	17	3	2	2	3	B
47	1	17	3	4	5	1	C
48	0	18	16	2	7	4	D
49	1	18	10	8	6	1	C
50	1	19	3	4	6	1	A
51	1	20	8	3	3	4	B
52	2	20	20	6	7	3	B
53	1	21	9	6	5	1	B
54	2	22	19	3	2	1	D
55	3	23	8	8	5	1	A
56	0	24	17	6	2	2	A
57	1	25	3	7	6	2	D
58	0	26	8	6	2	1	B
59	3	27	8	8	6	3	D
60	3	27	16	2	6	3	C
61	1	28	18	5	6	4	C
62	1	28	9	5	3	4	C
63	0	29	4	6	6	2	D
64	0	30	5	2	7	3	D
65	0	30	13	2	3	3	A
66	3	30	13	8	6	2	C
67	2	31	6	3	5	2	A
68	1	32	1	7	7	1	A
69	0	32	19	6	4	2	B
70	1	33	15	8	4	2	C
71	3	34	8	3	4	2	B
72	2	35	14	2	5	2	C
73	0	36	10	8	2	1	C
74	3	37	11	4	3	2	D
75	1	38	19	2	5	2	D
76	0	39	2	2	3	2	D
77	2	39	8	3	2	3	C
78	1	40	6	6	5	3	B
79	3	40	12	6	3	4	B
80	1	41	4	3	2	4	A
81	2	41	6	5	6	1	A
82	2	42	3	7	3	2	D
83	2	43	5	3	6	3	A
84	0	43	3	4	6	2	A
85	0	43	1	6	4	2	B
86	0	44	17	7	4	1	B
87	1	44	1	6	6	1	C
88	2	45	6	2	3	3	A
89	1	46	6	4	5	1	D
90	2	46	21	8	2	1	B
91	3	47	16	8	5	3	A
92	1	47	5	3	3	1	D
93	0	48	4	6	4	3	C
94	0	49	10	7	3	4	C
95	0	50	21	5	6	1	D
96	0	50	19	2	5	2	D
97	1	50	11	7	6	1	B
98	3	51	12	8	3	2	B
99	3	51	5	3	6	3	D
100	2	51	9	5	7	2	A
101	0	52	11	7	2	2	A
102	2	52	14	3	2	1	C
103	3	52	12	6	6	1	D
104	3	52	20	6	6	1	A
105	0	52	6	8	5	4	B
106	0	52	19	2	6	1	D
107	0	52	8	2	7	2	A
108	0	52	13	8	6	1	A
109	1	53	8	8	6	4	A
110	3	54	21	4	4	1	D
111	3	55	14	2	2	1	B
112	2	55	6	5	5	3	C
113	2	55	21	6	6	3	A
114	3	56	4	2	7	3	B
115	0	56	12	2	5	3	B
116	2	57	15	4	5	3	D
117	0	58	4	6	2	3	C
118	3	59	21	7	5	1	B
119	0	59	17	3	5	1	C
120	3	60	10	3	2	1	D
121	2	60	13	4	5	3	D
122	0	61	12	5	6	4	D
123	3	61	2	6	7	1	C
124	0	62	20	3	7	3	B
125	3	63	10	5	2	1	B
126	3	63	11	7	3	1	D
127	3	64	13	7	6	2	A
128	3	65	8	8	5	3	A
129	0	66	16	6	7	1	B
130	1	66	19	7	6	2	B
131	1	67	18	5	7	4	B
132	2	68	16	6	4	4	A
133	2	68	3	4	7	2	B
134	0	69	15	2	5	3	B
135	3	70	21	7	4	4	D
136	1	70	5	4	6	4	B
137	3	71	10	7	2	3	A
138	1	71	2	6	7	2	B
139	3	72	17	3	6	4	B
140	0	72	4	2	7	4	C
141	0	73	15	6	4	4	C
142	3	73	7	4	7	4	B
143	3	73	1	2	5	3	B
144	2	73	11	3	6	1	A
145	3	74	21	8	7	2	B
146	2	74	10	8	6	4	A
147	1	74	11	7	2	4	C
148	2	74	19	3	7	1	B
149	1	75	13	5	6	4	A
150	1	76	5	7	2	4	B
151	0	76	20	6	3	4	B
152	1	76	1	3	2	1	A
153	3	77	19	6	4	3	D
154	1	77	3	2	2	2	D
155	3	78	15	7	3	1	B
156	0	78	4	5	4	4	B
157	0	78	15	8	4	1	C
158	3	78	7	2	7	3	B
159	1	78	6	4	4	4	B
160	2	78	11	5	4	3	C
161	1	78	4	3	2	1	D
162	3	79	13	3	5	3	A
163	1	80	5	3	7	2	D
164	1	80	19	6	7	4	D
165	1	81	8	8	2	2	C
166	2	82	17	2	6	1	D
167	0	82	16	4	7	2	C
168	1	83	16	3	2	1	B
169	3	83	10	7	5	4	D
170	0	83	19	8	4	2	B
171	1	83	15	2	7	1	A
172	1	83	5	6	3	3	C
173	2	84	10	8	5	2	C
174	2	85	8	7	2	4	B
175	0	86	7	7	3	3	B
176	2	87	16	5	6	1	D
177	2	88	5	5	5	2	B
178	3	89	2	4	2	2	C
179	2	89	8	6	4	1	C
180	1	89	12	6	2	1	D
181	0	90	14	2	6	1	C
182	0	91	8	4	2	2	D
183	0	91	8	7	7	3	C
184	1	92	17	3	5	4	D
185	3	93	10	2	2	3	C
186	2	93	11	2	7	1	C
187	2	94	7	7	5	4	C
188	0	95	6	6	7	2	D
189	0	96	10	6	2	3	D
190	2	96	5	5	7	3	A
191	1	96	4	8	4	3	D
192	2	97	15	8	5	2	A
193	1	98	18	5	7	2	C
194	3	98	8	6	4	4	A
195	3	98	19	7	5	1	D
196	2	99	1	6	4	3	C
197	1	99	17	2	3	2	A
198	0	99	4	5	5	2	A
199	2	99	19	6	7	4	D
200	3	100	10	3	2	2	D
201	2	100	11	5	6	4	B
202	3	100	13	8	2	3	A
203	3	101	4	6	2	1	B
204	0	102	10	7	7	1	A
205	3	102	16	2	7	2	B
206	3	102	7	7	3	1	C
207	1	102	7	8	2	4	B
208	3	103	7	2	6	1	C
209	0	103	18	7	4	3	C
210	0	104	3	8	6	4	B
211	2	104	20	3	2	3	B
212	3	105	1	6	5	3	B
213	3	106	18	6	2	3	C
214	3	106	3	6	5	4	B
215	1	106	21	7	5	2	B
216	2	107	9	6	7	1	B
217	0	107	21	5	5	2	C
218	1	108	4	3	3	3	C
219	0	108	19	3	3	2	A
220	2	109	19	5	7	3	C
221	0	110	5	8	7	3	C
222	3	111	21	5	3	4	A
223	3	112	13	7	2	1	A
224	1	112	17	4	6	4	C
225	2	113	8	8	7	1	D
226	1	113	20	7	2	1	D
